,SN,expectedAge,Age,AgeRange,Gender,Race,S3.Others,Citizen,Marital,WhenMarry,NoMarry.CannotFind,NoMarry.TooExpensive,NoMarry.CannotFindHouse,NoMarry.Others,A3_4.Others,No.Children,No.ChildrenIntend,MoreChildren,Child.TooExpensive,Child.HardSecureHouse,Child.TooCompetitive,Child.TooUncertain,Child.DifficultChildcare,Child.AffectCareer,Child.Enough,Others,A7_8.Others,Breadwinner,PurchaseHouse,WithWho,DecisionMaker,YrPurchase,YrNextChild,DualIncome,SingleIncome,NonHousingAssets,Rank_Size,Rank_Location,Rank_Gains,Rank_MoveInTime,Rank_SellTime,C1_1,C1_2,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,C3_4,C3_a,C3_b,C4Post_1,C4Post_2,C4Post_3,C4Post_4,C5_1,C5_2,C5_3,C6_1,C6_2,C6_3,C6_4,C6_a,C6_b,D1_1,D1_2,D2_1,D2_2,D2_3,D3_1,D3_2,D3_3,D3_4,D3_a,D3_b,D4Post_1,D4Post_2,D4Post_3,D4Post_4,D5_1,D5_2,D5_3,D6_1,D6_2,D6_3,D6_4,D6_a,D6_b,E1_1,E1_2,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,E3_4,E3_a,E3_b,E4Post_1,E4Post_2,E4Post_3,E4Post_4,E5_1,E5_2,E5_3,E6_1,E6_2,E6_3,E6_4,E6_a,E6_b,F1_1,F1_2,F2_1,F2_2,F2_3,F3_1,F3_2,F3_3,F3_4,F3_a,F3_b,F4Post_1,F4Post_2,F4Post_3,F4Post_4,F5_1,F5_2,F5_3,F6_1,F6_2,F6_3,F6_4,F6_a,F6_b,CD_s_1_1,CD_s_1_2,CD_s_2_1,CD_s_2_2,CD_s_2_3,CD_s_2_a,CD_s_2_b,CD_s_3_1,CD_s_3_2,CD_s_3_3,CD_s_4_1,CD_s_4_2,CD_s_4_3,CD_s_5_1,CD_s_5_2,CD_s_5_3,CD_s_5_4,CD_s_5_a,CD_s_5_b,E_s_1_1,E_s_1_2,E_s_2_1,E_s_2_2,E_s_2_3,E_s_2_a,E_s_2_b,E_s_3_1,E_s_3_2,E_s_3_3,E_s_4_1,E_s_4_2,E_s_4_3,E_s_5_1,E_s_5_2,E_s_5_3,E_s_5_4,E_s_5_a,E_s_5_b,Policy.10mopTooLong,Policy.8mopTooLong,Policy.mopWontSell,Policy.mopCanWait,Policy.8clawbackTooStiff,Policy.4clawbackTooStiff,Policy.clawbackWontSell,Policy.clawbackCanCover,Policy.LikeLocation,Policy.LikeBig,Policy.Others,G1_11.Others,ChangeFamilyPlanning,MoreChild,LessChild,PolicyFamily.LessHousingBurden,PolicyFamily.MoreHousingBurden,PolicyFamily.EasierChildrenEnvironment,PolicyFamily.DifficultChildrenEnvironment,PolicyFamily.LifestyleChange,PolicyFamily.Others,G5_6.Others,CentralPublicDemand,CentralPrivateDemand,CentralPublicSupply,CentralPrivateSupply,CentralReturns,CentralVolatility,CentralPublicDemandPost,CentralPrivateDemandPost,CentralPublicSupplyPost,CentralPrivateSupplyPost,CentralReturnsPost,CentralVolatilityPost,PlusPublicDemand,PlusPrivateDemand,PlusPublicSupply,PlusPrivateSupply,PlusReturns,PlusVolatility,PlusPublicDemandPost,PlusPrivateDemandPost,PlusPublicSupplyPost,PlusPrivateSupplyPost,PlusReturnsPost,PlusVolatilityPost,StandardPublicDemand,StandardPrivateDemand,StandardPublicSupply,StandardPrivateSupply,StandardReturns,StandardVolatility,StandardPublicDemandPost,StandardPrivateDemandPost,StandardPublicSupplyPost,StandardPrivateSupplyPost,StandardReturnsPost,StandardVolatilityPost,Winner_LowIncomeBTO,Winner_HighIncomeBTO,Winner_PrivatePropertyPurchasers,Winner_HighIncomeResale,H1_5,Benefit_Below40yo,Benefit_40yo60yo,Benefit_Above60yo,Segregation,LowerWealthAccum,PersonalIncome,Education,Employment,I3.Others,Industry,WorkplaceLocate,WorkplaceLocality,HomeLocate,CurrentHouseOwner,I9.Others,CurrentHousingType,HDBType,PrivateType,I7_b_b.Others,YrMoveInHome,Owner.Parent,Owner.Spouse,Owner.Family,Owner.Friend,Owner.Other,I10_a_5.Others,HomeValueEstimate,RentFrom,I10_r_a.Others,HomeRentEstimate,Two_MatureNew,Two_NonMatureNew,Tri_MatureNew,Tri_NonMatureNew,Tri_MatureResale,Four_MatureNew,Four_NonMatureNew,Four_MatureResale,Four_NonMatureResale,PrePolicyDownpayment,PrePolicyTDSR,Post_PrimeNew,Post_NonMatureNew,Post_PlusResale,Post_NonMatureResale,Z5_1,Z5_2,Z5_3,PostFour_HighestRank,PostFour_MidPrimeNew,PostFour_SmallPrimeNew,PostFour_BigPlusNew,PostPolicyDownpayment,PostPolicyTDSR,Two_Single_MatureNew,Two_Single_MatureResale,Tri_Single_MatureNew,Tri_Single_MatureResale,Tri_Single_NonMatureResale,PrePolicyDownpaymentSingle,PrePolicyTDSRSingle,Post_Single_PrimeNew,Post_Single_PlusResale,Post_Single_NonMatureResale,Z_s_4_1,Z_s_4_2,Z_s_4_3,PostSingleFour_HighestRank,PostSingleFour_PrimeNew,PostSingleFour_PrimeResale,PostSingleFour_BigPlusResale,PostPolicyDownpaymentSingle,PostPolicyTDSRSingle,2ChoiceRANK1,3ChoiceRANK1,4ChoiceRANK1,PostChoiceRANK1,PostFourChoiceRANK1,2ChoiceRANK2,3ChoiceRANK2,4ChoiceRANK2,PostChoiceRANK2,PostFourChoiceRANK2,2ChoiceRANK3,3ChoiceRANK3,4ChoiceRANK3,PostChoiceRANK3,PostFourChoiceRANK3,2ChoiceRANK4,3ChoiceRANK4,4ChoiceRANK4,PostChoiceRANK4,PostFourChoiceRANK4,2ChoiceSingleRANK1,3ChoiceSingleRANK1,PostChoiceSingleRANK1,PostFourChoiceSingleRANK1,2ChoiceSingleRANK2,3ChoiceSingleRANK2,PostChoiceSingleRANK2,PostFourChoiceSingleRANK2,2ChoiceSingleRANK3,3ChoiceSingleRANK3,PostChoiceSingleRANK3,PostFourChoiceSingleRANK3,2ChoiceSingleRANK4,3ChoiceSingleRANK4,PostChoiceSingleRANK4,PostFourChoiceSingleRANK4,single_eligible,Rank_1,single1buy,ineli,Pn1,Pm1,P%1,Pn2,Pm2,P%2,Pn3,Pm3,P%3
149,150,33,32,3,2,1, ,1,1,,0,0,0,0, ,1,,2.0,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2025,2026,4.0,,7,1,2,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,2,1,4,3,2,1,70%,50%,4,3,2,1,700,800,1200,4,3,2,1,70%,50%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,1,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,6,5,5,5,5,5,6,5,6,5,5,5,6,7,6,6,7,7,7,5,7,5,6,7,7,6,7,6,7,7,6,6,6,6,7,1,2,3,4,5,1,2,3,1,2,2,2,6, ,11.0,Orchard,,310145,1, ,3,4.0,, ,2015,0,0,0,0,0, ,900000,, , ,1.0,2.0,3,2,1.0,4.0,3.0,2.0,1.0,70%,50%,4.0,3.0,2.0,1.0,700.0,800.0,1200.0,4.0,3.0,2.0,1.0,70%,50%,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0,1,0,1,700.0,-300.0,-0.42857142857142855,800.0,-200.0,-0.25,1200.0,200.0,0.16666666666666666
150,151,36,35,3,2,1, ,1,1,,0,0,0,0, ,1,,2.0,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2025,2025,4.0,,7,5,4,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,2,1,4,3,2,1,70%,50%,1,2,3,4,700,800,1100,4,3,2,1,70%,55%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,0,1,1,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,7,7,6,6,6,5,6,7,5,5,6,6,5,6,5,7,6,5,7,6,5,7,6,5,7,7,6,6,5,7,6,7,6,6,7,5,1,2,3,4,5,3,2,1,1,1,2,2,6, ,11.0,Jurong East,,180271,1, ,3,4.0,, ,2014,0,0,0,0,0, ,800000,, , ,1.0,2.0,3,2,1.0,4.0,3.0,2.0,1.0,70%,50%,1.0,2.0,3.0,4.0,700.0,800.0,1100.0,4.0,3.0,2.0,1.0,70%,55%,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,,1.0,2.0,3.0,2.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,0,5,0,1,700.0,-300.0,-0.42857142857142855,800.0,-200.0,-0.25,1100.0,100.0,0.09090909090909091
151,152,37,31,3,1,1, ,1,3,1.0,1,0,0,0, ,0,2.0,,0,0,0,0,0,0,0,0, ,1,2,2,,2030,2028,,2.0,2,4,1,2,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,2,1,20%,20%,3,2,1,300,250,275,1,4,3,2,20%,20%,1,1,0,0,0,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,6,4,5,3,6,5,5,3,3,5,5,6,6,3,3,5,6,5,3,3,5,3,3,5,3,5,3,4,4,3,5,5,3,3,5,4,3,5,2,1,1,2,3,2,1,5,2,6, ,6.0,068912,,520707,5, ,3,4.0,, ,2010,1,0,0,0,0, ,500000,, , ,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3.0,2.0,1.0,20%,20%,3.0,2.0,1.0,300.0,250.0,275.0,1.0,4.0,3.0,2.0,20%,20%,,3.0,4.0,4.0,1.0,,1.0,3.0,3.0,4.0,,,1.0,1.0,3.0,,,,,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,,1.0,1.0,3.0,,,,2.0,1,2,1,0,300.0,0.0,0.0,250.0,-50.0,-0.2,275.0,-25.0,-0.09090909090909091
152,153,26,22,1,1,1, ,1,3,4.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,1,2,3,1.0,2028,2031,2.0,,2,3,1,4,2,5, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,2,3,3,1,4,2,40%,10%,2,1,3,4,700,400,600,2,3,4,1,40%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,1,0,0,0,0,0, ,4, ,1,0,1,0,0,0,0, ,7,7,2,2,6,7,4,5,4,4,5,5,4,4,2,2,4,4,4,4,4,4,4,3,4,2,2,3,5,5,2,2,3,3,5,5,1,3,2,4,5,1,2,3,1,1,7,3,6, ,6.0,Downtown,,Marine Parade,5, ,1,,4.0, ,2004,1,0,0,0,0, ,180000000,, , ,2.0,1.0,1,2,3.0,3.0,1.0,4.0,2.0,40%,10%,2.0,1.0,3.0,4.0,700.0,400.0,600.0,2.0,3.0,4.0,1.0,40%,20%,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,,3.0,1.0,3.0,2.0,,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,700.0,200.0,0.2857142857142857,400.0,-100.0,-0.25,600.0,100.0,0.16666666666666666
153,154,36,31,3,2,1, ,1,3,3.0,0,0,0,0, ,0,1.0,,1,0,0,0,1,1,0,0, ,2,2,3,2.0,2029, ,1.0,,1,1,2,3,5,4,1,2,1,2,3,1,3,4,2,25%,30%,1,3,4,2,500,300,700,1,2,4,3,25%,30%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,0,0,0,1,0,0,0, ,1, , ,0,0,0,0,0,0, ,6,4,5,4,6,5,5,4,6,4,4,5,6,5,5,4,6,5,5,4,6,4,4,5,5,5,4,5,5,4,4,4,4,4,4,5,2,1,5,4,3,1,3,2,2,1,4,2,6, ,1.0,Sixth Avenue,,Hillview,5, ,1,,4.0, ,2024,1,0,0,0,0, ,2000000,, , ,1.0,2.0,1,2,3.0,1.0,3.0,4.0,2.0,25%,30%,1.0,3.0,4.0,2.0,500.0,300.0,700.0,1.0,2.0,4.0,3.0,25%,30%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,,3.0,2.0,2.0,4.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,1,0,0,500.0,200.0,0.4,300.0,0.0,0.0,700.0,400.0,0.5714285714285714
154,155,37,33,3,2,1, ,1,3,2.0,0,0,0,0, ,0,1.0,,1,0,1,0,1,0,0,0, ,1,2,3,2.0,2028, ,2.0,,3,5,4,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,2,1,4,3,20%,10%,3,1,4,2,450,300,400,1,3,4,2,20%,10%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,1,0,0,0,1,0, ,5,1, ,0,0,1,0,0,0, ,6,6,5,5,4,6,5,6,4,6,2,5,6,7,5,6,7,6,4,4,3,4,1,1,6,5,6,5,6,6,4,4,2,4,2,2,1,3,2,4,5,3,2,1,2,1,6,2,6, ,14.0,Kaki Bukit,,Toa Payoh,5, ,3,4.0,, ,2006,1,0,0,0,0, ,100000,, , ,2.0,1.0,2,1,3.0,2.0,1.0,4.0,3.0,20%,10%,3.0,1.0,4.0,2.0,450.0,300.0,400.0,1.0,3.0,4.0,2.0,20%,10%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,,3.0,4.0,1.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,5,0,0,450.0,-50.0,-0.1111111111111111,300.0,-200.0,-0.6666666666666666,400.0,-100.0,-0.25
155,156,34,34,3,1,1, ,1,1,,0,0,0,0, ,1,,1.0,1,0,0,0,1,0,0,0, ,2,1,3,1.0,2024, ,2.0,,3,5,1,4,2,3, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,2,1,4,3,30%,50%,2,1,4,3,500,400,300,1,3,4,2,30%,50%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,7,3,7,4,1,5,1,7,1,7,7,7,7,1,7,1,3,3,7,1,7,1,4,4,7,1,7,1,2,2,7,1,7,1,7,1,1,3,2,4,5,3,2,1,1,1,6,2,7, ,10.0,Raffles Place,,Chinatown,2, ,2,,5.0, ,2019,0,1,0,0,0, ,600000,, , ,2.0,1.0,2,1,3.0,2.0,1.0,4.0,3.0,30%,50%,2.0,1.0,4.0,3.0,500.0,400.0,300.0,1.0,3.0,4.0,2.0,30%,50%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,3.0,4.0,4.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,500.0,0.0,0.0,400.0,-100.0,-0.25,300.0,-200.0,-0.6666666666666666
156,157,36,34,3,1,1, ,1,3,1.0,1,0,0,0, ,0,1.0,,1,0,0,1,0,0,0,0, ,1,2,2,,2026, ,,3.0,5,2,1,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,3,1,3,4,1,2,25%,50%,4,3,1,2,1000,750,850,4,3,2,1,20%,35%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,0,1,0,0, ,1, , ,0,0,0,0,0,0, ,4,5,4,4,4,3,5,5,4,4,4,3,5,5,4,4,4,3,4,5,4,4,3,4,5,5,4,4,4,3,4,5,4,4,5,4,5,3,4,2,1,2,1,3,2,1,1,2,6, ,7.0,018936,,Mountbatten,5, ,4,,, ,2002,1,0,0,0,0, ,6000000,, , ,1.0,2.0,2,3,1.0,3.0,4.0,1.0,2.0,25%,50%,4.0,3.0,1.0,2.0,1000.0,750.0,850.0,4.0,3.0,2.0,1.0,20%,35%,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,3.0,,2.0,1.0,2.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,0,2,1,1,1000.0,0.0,0.0,750.0,-250.0,-0.3333333333333333,850.0,-150.0,-0.17647058823529413
157,158,30,26,2,1,1, ,1,3,4.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,1,2,3,1.0,2028,2030,3.0,,3,3,1,2,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,1,2,3,1,4,2,20%,20%,4,1,3,2,680,620,720,1,3,4,2,20%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,1,1,1,0,0,0,1,0, ,1, , ,0,0,0,0,0,0, ,5,3,5,5,6,6,6,4,5,3,5,6,6,3,5,5,6,5,5,5,5,4,6,5,4,5,4,4,5,5,6,4,5,4,5,5,1,3,2,4,5,1,2,3,2,1,5,2,6, ,14.0,Outram Park,,Punggol,5, ,3,6.0,, ,2003,1,0,0,0,0, ,800000,, , ,2.0,1.0,3,1,2.0,3.0,1.0,4.0,2.0,20%,20%,4.0,1.0,3.0,2.0,680.0,620.0,720.0,1.0,3.0,4.0,2.0,20%,20%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,,1.0,1.0,3.0,2.0,,,3.0,1.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,680.0,0.0,0.0,620.0,-60.0,-0.0967741935483871,720.0,40.0,0.05555555555555555
158,159,27,26,2,1,1, ,1,3,2.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,1,2,3,1.0,2025,2029,3.0,,2,2,5,4,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,3,1,2,3,4,20%,50%,1,2,3,4,600,550,650,1,2,3,4,20%,50%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0, ,4, ,1,0,0,0,0,1,0, ,6,5,7,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,5,4,5,2,6,6,7,4,3,2,2,6,7,4,2,3,1,5,2,1,3,2,1,4,2,6, ,10.0,Serangoon,,Sengkang,5, ,1,,4.0, ,2017,1,0,0,0,0, ,1000000,, , ,1.0,2.0,1,2,3.0,1.0,2.0,3.0,4.0,20%,50%,1.0,2.0,3.0,4.0,600.0,550.0,650.0,1.0,2.0,3.0,4.0,20%,50%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,0,5,0,0,600.0,-80.0,-0.13333333333333333,550.0,-130.0,-0.23636363636363636,650.0,-30.0,-0.046153846153846156
159,160,35,35,3,2,1, ,1,3,3.0,0,0,0,0, ,0,2.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2024,2025,3.0,,3,2,1,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,3,1,2,4,3,20%,20%,1,2,4,3,600,450,600,1,3,4,2,20%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,1,0,0, ,1, , ,0,0,0,0,0,0, ,7,4,6,5,7,5,4,4,5,4,3,3,4,4,5,3,3,3,3,5,5,4,3,3,4,4,4,4,6,5,5,4,4,4,5,4,1,2,3,4,5,1,2,3,2,2,5,2,1, ,, ,,Jurong West,5, ,3,5.0,, ,2023,1,0,0,0,0, ,650000,, , ,1.0,2.0,1,2,3.0,1.0,2.0,4.0,3.0,20%,20%,1.0,2.0,4.0,3.0,600.0,450.0,600.0,1.0,3.0,4.0,2.0,20%,20%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,,3.0,4.0,4.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,600.0,-80.0,-0.13333333333333333,450.0,-230.0,-0.5111111111111111,600.0,-80.0,-0.13333333333333333
160,161,34,33,3,1,1, ,1,3,3.0,0,0,0,0, ,0,1.0,,0,0,0,0,0,0,0,1,Health reason,1,2,3,2.0,2025, ,2.0,,2,2,5,4,3,1, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,3,1,3,4,2,20%,10%,3,1,4,2,400,300,400,2,3,4,1,20%,10%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,1,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,5,5,4,5,5,5,5,5,5,5,5,6,5,5,5,7,7,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,1,5,2,3,1,2,3,2,1,5,2,6, ,16.0,Somerset,,Punggol,5, ,3,5.0,, ,2022,1,0,0,0,0, ,800000,, , ,1.0,2.0,1,2,3.0,1.0,3.0,4.0,2.0,20%,10%,3.0,1.0,4.0,2.0,400.0,300.0,400.0,2.0,3.0,4.0,1.0,20%,10%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,,3.0,2.0,1.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,5,0,0,400.0,-100.0,-0.25,300.0,-200.0,-0.6666666666666666,400.0,-100.0,-0.25
161,162,27,23,1,2,1, ,1,3,2.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2028,2030,2.0,,2,2,1,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,2,1,3,4,20%,50%,2,1,3,4,600,500,700,1,3,4,2,20%,50%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,0,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,4,4,4,5,5,3,5,4,3,3,3,4,4,3,3,4,4,5,4,4,5,5,3,3,5,3,5,5,5,3,5,3,4,5,4,1,2,3,4,5,1,2,3,2,2,4,2,6, ,9.0,Kallang,,Geylang,5, ,3,4.0,, ,2010,1,0,0,0,0, ,600000,, , ,2.0,1.0,2,1,3.0,2.0,1.0,3.0,4.0,20%,50%,2.0,1.0,3.0,4.0,600.0,500.0,700.0,1.0,3.0,4.0,2.0,20%,50%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,3.0,3.0,3.0,2.0,,,4.0,4.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,600.0,100.0,0.16666666666666666,500.0,0.0,0.0,700.0,200.0,0.2857142857142857
162,163,35,29,2,1,3, ,1,3,1.0,1,0,0,0, ,0,1.0,,0,0,0,0,0,0,0,1,I don't like kids.,2,1,2,,2030, ,,1.0,3,2,1,5,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2,1,3,30%,5%,1,2,3,1000,600,700,1,2,4,3,20%,10%, , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,1,1,0,0,0, ,1, , ,0,0,0,0,0,0, ,2,4,3,3,4,5,4,4,5,5,5,4,6,5,5,5,4,5,5,5,4,5,5,5,4,5,5,3,5,3,3,4,3,5,4,4,5,2,4,1,3,1,2,3,2,1,5,2,6, ,5.0,680225,,680225,5, ,3,4.0,, ,1995,1,0,0,0,0, ,600000,, , ,,,,,,,,,,,,,,,,,,,,,,,,,1, ,2.0,1.0,3.0,30%,5%,1.0,2.0,3.0,1000.0,600.0,700.0,1.0,2.0,4.0,3.0,20%,10%,,1.0,3.0,1.0,1.0,,,1.0,3.0,2.0,,,4.0,4.0,4.0,,,,,3.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,,3.0,3.0,4.0,,,,3.0,1,2,1,0,1000.0,700.0,0.7,600.0,300.0,0.5,700.0,400.0,0.5714285714285714
163,164,31,30,2,2,1, ,1,1,,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,1,2,3,2.0,2025,2025,3.0,,2,2,5,4,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,3,1,2,4,3,20%,5%,3,1,4,2,600,400,800,1,2,4,3,20%,5%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,6,6,6,5,6,5,4,6,6,5,6,6,5,5,5,5,6,4,4,6,5,5,5,4,4,5,4,4,5,5,4,4,5,5,5,4,1,5,2,3,1,2,3,2,1,5,2,6, ,14.0,Geylang Bahru,,Kallang,2, ,3,3.0,, ,2023,0,1,0,0,0, ,450000,, , ,1.0,2.0,1,2,3.0,1.0,2.0,4.0,3.0,20%,5%,3.0,1.0,4.0,2.0,600.0,400.0,800.0,1.0,2.0,4.0,3.0,20%,5%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,,3.0,4.0,1.0,4.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,5,0,0,600.0,-80.0,-0.13333333333333333,400.0,-280.0,-0.7,800.0,120.0,0.15
